epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,331.274,1.05942,0.73304,0.01124,0.89054,0.83734,0.91451,0.72695,0.84239,0.66984,0.01068,0.00136168,0.00136168,0.00136168
30,341.995,1.06717,0.7309,0.01166,0.84898,0.87848,0.92054,0.64666,1.10357,0.77553,0.01379,0.00135687,0.00135687,0.00135687
31,352.591,1.01992,0.70367,0.01095,0.86113,0.88508,0.91248,0.73098,0.86566,0.5971,0.01117,0.0013519,0.0013519,0.0013519
32,363.379,1.0375,0.66866,0.01083,0.90794,0.8494,0.92436,0.64379,1.04492,0.73082,0.01321,0.00134678,0.00134678,0.00134678
33,374.05,1.04,0.68441,0.01099,0.9361,0.85033,0.92973,0.73654,0.75843,0.55754,0.00985,0.0013415,0.0013415,0.0013415
34,384.795,1.03299,0.66505,0.01087,0.89283,0.85633,0.91217,0.71192,0.70057,0.72974,0.00863,0.00133608,0.00133608,0.00133608
35,395.259,1.0549,0.68609,0.01122,0.79868,0.89339,0.90135,0.72764,0.68797,0.65947,0.00832,0.0013305,0.0013305,0.0013305
36,406.13,1.03874,0.71053,0.01121,0.91231,0.86043,0.92207,0.74641,0.7775,0.59805,0.00963,0.00132476,0.00132476,0.00132476
37,416.732,1.03634,0.65265,0.01094,0.84777,0.88838,0.91535,0.74163,0.68232,0.77171,0.00856,0.00131888,0.00131888,0.00131888
38,427.314,1.04198,0.69071,0.01134,0.88963,0.8335,0.92564,0.73897,0.8513,0.77883,0.01059,0.00131286,0.00131286,0.00131286
39,438.051,1.00173,0.68857,0.01076,0.90018,0.87363,0.915,0.74728,0.6907,0.67093,0.00858,0.00130668,0.00130668,0.00130668
40,449.004,1.0206,0.66111,0.01109,0.80347,0.87853,0.9007,0.71267,0.88464,0.93854,0.01127,0.00130037,0.00130037,0.00130037
41,459.835,1.03078,0.69346,0.01123,0.93687,0.89022,0.93379,0.72545,0.91646,0.82634,0.01168,0.00129391,0.00129391,0.00129391
42,470.85,1.00313,0.66564,0.01069,0.83245,0.86166,0.90807,0.70629,0.84518,0.67775,0.01077,0.00128731,0.00128731,0.00128731
43,481.722,1.04328,0.63637,0.01118,0.91765,0.88364,0.92461,0.75931,0.70033,0.57488,0.00858,0.00128057,0.00128057,0.00128057
44,492.715,1.00501,0.60667,0.01065,0.87716,0.918,0.91556,0.74426,0.86128,0.63023,0.01083,0.00127369,0.00127369,0.00127369
45,503.531,0.99427,0.65032,0.01048,0.90656,0.92179,0.94224,0.76546,0.75147,0.62202,0.00962,0.00126667,0.00126667,0.00126667
46,514.276,0.98961,0.63327,0.01056,0.90558,0.84741,0.93683,0.73534,0.89936,0.54847,0.01153,0.00125952,0.00125952,0.00125952
47,525.04,1.01908,0.62406,0.01082,0.93121,0.89719,0.95469,0.77499,0.85015,0.58504,0.01069,0.00125224,0.00125224,0.00125224
48,535.971,1.01808,0.64887,0.01112,0.88725,0.8611,0.92381,0.76347,0.68081,0.50219,0.00838,0.00124483,0.00124483,0.00124483
49,546.554,1.00005,0.63814,0.01055,0.91912,0.87692,0.93385,0.76354,0.77142,0.534,0.00955,0.00123728,0.00123728,0.00123728
50,557.204,0.99745,0.63097,0.01033,0.88929,0.86532,0.91524,0.75409,0.76471,0.96036,0.00981,0.00122962,0.00122962,0.00122962
51,567.763,0.96773,0.57171,0.01002,0.92056,0.84548,0.92196,0.74544,0.81529,1.04853,0.01011,0.00122182,0.00122182,0.00122182
52,578.563,0.97517,0.56787,0.01024,0.92027,0.84033,0.92752,0.77835,0.62314,0.71741,0.00764,0.0012139,0.0012139,0.0012139
53,589.262,0.92542,0.59954,0.00965,0.89893,0.85965,0.92588,0.75673,0.58418,0.65474,0.007,0.00120586,0.00120586,0.00120586
54,599.879,0.95015,0.60115,0.00976,0.87733,0.87467,0.93007,0.76531,0.77498,0.6483,0.00952,0.0011977,0.0011977,0.0011977
55,610.761,0.94961,0.58213,0.00982,0.89495,0.87396,0.93565,0.73976,0.90795,0.68281,0.01172,0.00118943,0.00118943,0.00118943
56,621.752,0.95246,0.58478,0.01034,0.90703,0.87852,0.9306,0.74986,0.5872,0.59719,0.00691,0.00118104,0.00118104,0.00118104
57,632.323,0.92805,0.57034,0.00984,0.86531,0.90969,0.93934,0.76564,0.60583,0.53337,0.00698,0.00117253,0.00117253,0.00117253
58,642.98,0.93969,0.59401,0.00964,0.90961,0.85788,0.93279,0.75914,0.7198,0.55246,0.00859,0.00116391,0.00116391,0.00116391
59,653.608,0.95526,0.58554,0.01018,0.89513,0.91459,0.93948,0.77861,0.67582,0.4987,0.00845,0.00115519,0.00115519,0.00115519
60,664.341,0.95662,0.58121,0.01016,0.91197,0.92364,0.94708,0.75588,0.83101,0.54423,0.01038,0.00114636,0.00114636,0.00114636
61,674.95,0.93462,0.53975,0.00961,0.89728,0.90008,0.9294,0.75968,0.63799,0.56695,0.00761,0.00113742,0.00113742,0.00113742
62,685.54,0.94661,0.57647,0.01008,0.88371,0.928,0.94029,0.79065,0.65395,0.5181,0.00782,0.00112838,0.00112838,0.00112838
63,696.366,0.91503,0.55578,0.00964,0.8893,0.89639,0.93381,0.76344,0.70976,0.69248,0.00849,0.00111924,0.00111924,0.00111924
64,707.089,0.91692,0.55861,0.00935,0.89862,0.91241,0.93521,0.78658,0.60861,0.7233,0.00746,0.00111,0.00111,0.00111
65,717.787,0.94703,0.55356,0.00987,0.86457,0.90432,0.92263,0.76103,0.69085,0.75781,0.00855,0.00110066,0.00110066,0.00110066
66,728.522,0.92547,0.56773,0.00967,0.92018,0.88577,0.93747,0.79785,0.68063,0.6414,0.0083,0.00109124,0.00109124,0.00109124
67,739.22,0.88863,0.53873,0.00935,0.95766,0.85675,0.94388,0.78573,0.66141,0.58874,0.00809,0.00108172,0.00108172,0.00108172
68,749.864,0.89719,0.53011,0.00946,0.88381,0.92059,0.93886,0.78442,0.66288,0.701,0.00807,0.00107211,0.00107211,0.00107211
69,760.566,0.9257,0.55701,0.00993,0.91062,0.92027,0.94035,0.78846,0.6481,0.7357,0.0079,0.00106242,0.00106242,0.00106242
70,771.559,0.9077,0.55473,0.0095,0.86015,0.91723,0.92752,0.78594,0.58768,1.10357,0.00709,0.00105264,0.00105264,0.00105264
71,782.942,0.89812,0.54522,0.00942,0.90723,0.90617,0.94518,0.79534,0.70293,0.49587,0.00886,0.00104278,0.00104278,0.00104278
72,793.658,0.88754,0.53867,0.0094,0.91764,0.9133,0.94831,0.81308,0.66026,0.67808,0.00839,0.00103284,0.00103284,0.00103284
73,804.661,0.88535,0.54412,0.00946,0.91749,0.91449,0.94857,0.79163,0.69246,0.56337,0.00858,0.00102282,0.00102282,0.00102282
74,815.681,0.87879,0.51069,0.00934,0.90531,0.8987,0.93385,0.78297,0.67584,0.73319,0.0082,0.00101273,0.00101273,0.00101273
75,826.953,0.9084,0.54562,0.00951,0.87982,0.90809,0.9362,0.78104,0.61238,0.60469,0.00718,0.00100257,0.00100257,0.00100257
76,838.165,0.88416,0.51592,0.00941,0.90559,0.92229,0.94391,0.78208,0.59175,0.52763,0.00725,0.000992338,0.000992338,0.000992338
77,849.094,0.86451,0.50592,0.00893,0.91293,0.89931,0.94508,0.78337,0.68863,0.63951,0.00865,0.00098204,0.00098204,0.00098204
78,860.123,0.8612,0.48543,0.00877,0.94695,0.88973,0.95961,0.81568,0.6528,0.45271,0.00806,0.000971677,0.000971677,0.000971677
79,871.072,0.87102,0.53999,0.00922,0.91212,0.89911,0.93745,0.79663,0.71698,0.55714,0.00892,0.000961253,0.000961253,0.000961253
80,881.917,0.87926,0.53074,0.00903,0.88888,0.89764,0.94361,0.78148,0.60116,0.68276,0.00723,0.00095077,0.00095077,0.00095077
81,892.659,0.87992,0.49,0.00951,0.92959,0.87104,0.93362,0.771,0.61702,0.5568,0.0073,0.00094023,0.00094023,0.00094023
82,903.275,0.85378,0.50608,0.00888,0.88947,0.93173,0.94897,0.80991,0.55165,0.53302,0.00679,0.000929636,0.000929636,0.000929636
83,914.106,0.8476,0.49005,0.00884,0.90224,0.90079,0.94217,0.80398,0.61215,0.54854,0.00748,0.000918991,0.000918991,0.000918991
84,924.95,0.87832,0.50468,0.00911,0.91182,0.95056,0.96002,0.82905,0.53218,0.33389,0.00636,0.000908297,0.000908297,0.000908297
85,935.672,0.86123,0.49088,0.00878,0.90427,0.92685,0.94208,0.81367,0.60873,0.43819,0.0071,0.000897557,0.000897557,0.000897557
86,946.483,0.86146,0.47446,0.00898,0.89127,0.89367,0.94586,0.81328,0.51383,0.60049,0.00605,0.000886774,0.000886774,0.000886774
87,957.106,0.83233,0.48197,0.00851,0.91358,0.88305,0.93628,0.80789,0.47201,0.52999,0.00559,0.00087595,0.00087595,0.00087595
88,967.934,0.82565,0.45011,0.0086,0.88445,0.8882,0.9327,0.78649,0.62316,0.63617,0.00731,0.000865088,0.000865088,0.000865088
89,978.825,0.86744,0.47648,0.0089,0.91792,0.89501,0.95518,0.82393,0.618,0.43588,0.00757,0.00085419,0.00085419,0.00085419
90,989.398,0.84074,0.49557,0.00855,0.89435,0.90449,0.93605,0.79436,0.49514,0.50977,0.00569,0.00084326,0.00084326,0.00084326
91,1000.07,0.82596,0.46974,0.00854,0.91601,0.89241,0.94464,0.79304,0.55701,0.4881,0.00639,0.0008323,0.0008323,0.0008323
92,1011.06,0.81781,0.48068,0.00854,0.93635,0.89691,0.96228,0.83106,0.58115,0.556,0.00697,0.000821312,0.000821312,0.000821312
93,1021.77,0.82047,0.48179,0.0086,0.89857,0.93552,0.95052,0.83048,0.4918,0.52266,0.00586,0.0008103,0.0008103,0.0008103
94,1032.45,0.83194,0.46798,0.00886,0.93742,0.89655,0.94756,0.80913,0.60201,0.61108,0.00744,0.000799266,0.000799266,0.000799266
95,1043.28,0.81416,0.44876,0.00846,0.86876,0.90938,0.93256,0.8053,0.5867,0.64236,0.00711,0.000788213,0.000788213,0.000788213
96,1053.95,0.83848,0.47861,0.00898,0.89005,0.9217,0.94676,0.80794,0.58901,0.69219,0.00718,0.000777143,0.000777143,0.000777143
97,1064.76,0.81249,0.43692,0.00833,0.91416,0.91729,0.95468,0.81789,0.56093,0.60785,0.0065,0.00076606,0.00076606,0.00076606
98,1075.47,0.82235,0.46653,0.00847,0.94133,0.88663,0.95377,0.8112,0.57118,0.7457,0.00669,0.000754966,0.000754966,0.000754966
99,1086.86,0.7962,0.43055,0.00839,0.92474,0.93405,0.95411,0.82041,0.60936,0.69006,0.00741,0.000743864,0.000743864,0.000743864
100,1098.04,0.80676,0.43895,0.00841,0.90646,0.88973,0.94146,0.79468,0.55478,0.67657,0.00626,0.000732756,0.000732756,0.000732756
101,1108.51,0.80554,0.45289,0.00862,0.91334,0.91428,0.94067,0.80887,0.64579,0.48966,0.00797,0.000721645,0.000721645,0.000721645
102,1118.53,0.80867,0.43752,0.00836,0.87454,0.93339,0.93531,0.80259,0.63569,0.57769,0.00802,0.000710534,0.000710534,0.000710534
103,1128.47,0.8028,0.46384,0.00821,0.93524,0.91549,0.95242,0.83006,0.60962,0.55509,0.00737,0.000699426,0.000699426,0.000699426
104,1138.3,0.76965,0.434,0.00804,0.90185,0.94762,0.95971,0.8428,0.52312,0.67934,0.00612,0.000688324,0.000688324,0.000688324
105,1147.92,0.8124,0.46883,0.00836,0.93964,0.9128,0.94936,0.82918,0.58139,0.62542,0.00714,0.00067723,0.00067723,0.00067723
106,1157.61,0.76076,0.41387,0.00774,0.95292,0.92997,0.95777,0.83818,0.56626,0.38917,0.0066,0.000666147,0.000666147,0.000666147
107,1167.47,0.78898,0.42508,0.00847,0.92766,0.95388,0.94488,0.81527,0.65093,0.50083,0.00801,0.000655077,0.000655077,0.000655077
108,1177.39,0.80477,0.44119,0.00859,0.92279,0.93568,0.94163,0.79164,0.68231,0.59325,0.00819,0.000644024,0.000644024,0.000644024
109,1187.15,0.78389,0.43493,0.0083,0.93818,0.90576,0.94513,0.8298,0.56851,0.65989,0.00681,0.00063299,0.00063299,0.00063299
110,1198,0.76057,0.42989,0.00768,0.91598,0.9306,0.94951,0.8276,0.56359,0.6206,0.00677,0.000621978,0.000621978,0.000621978
111,1208.77,0.7695,0.41182,0.00792,0.92484,0.89338,0.94638,0.8314,0.47248,0.6113,0.00557,0.00061099,0.00061099,0.00061099
112,1219.52,0.78306,0.41959,0.00813,0.9392,0.89279,0.95224,0.83225,0.494,0.54235,0.00579,0.00060003,0.00060003,0.00060003
113,1230.13,0.76054,0.4085,0.00778,0.91372,0.92781,0.9549,0.83347,0.58627,0.49841,0.00687,0.0005891,0.0005891,0.0005891
114,1240.81,0.74889,0.40748,0.00781,0.97058,0.8794,0.95497,0.83648,0.56182,0.37419,0.00666,0.000578202,0.000578202,0.000578202
115,1251.59,0.76379,0.4031,0.00816,0.9188,0.94537,0.9516,0.83788,0.60271,0.41478,0.00743,0.00056734,0.00056734,0.00056734
116,1262.25,0.77874,0.41341,0.00811,0.91209,0.92767,0.95127,0.84885,0.55331,0.59733,0.00675,0.000556516,0.000556516,0.000556516
117,1272.85,0.75526,0.41027,0.00765,0.92951,0.91089,0.95086,0.83731,0.62941,0.62137,0.00776,0.000545733,0.000545733,0.000545733
118,1283.82,0.76674,0.40095,0.00782,0.91682,0.9379,0.95339,0.83199,0.61143,0.60213,0.00755,0.000534993,0.000534993,0.000534993
119,1294.53,0.77583,0.43155,0.0081,0.9033,0.95,0.94305,0.82643,0.53994,0.50904,0.00639,0.000524299,0.000524299,0.000524299
120,1305.24,0.74981,0.40432,0.00754,0.91766,0.92935,0.94875,0.83223,0.57184,0.44759,0.00686,0.000513654,0.000513654,0.000513654
121,1315.77,0.72797,0.37985,0.00776,0.95409,0.90206,0.95636,0.83605,0.58927,0.43735,0.00699,0.00050306,0.00050306,0.00050306
122,1326.35,0.73241,0.40245,0.00781,0.94201,0.88772,0.94876,0.83353,0.55546,0.50192,0.00676,0.00049252,0.00049252,0.00049252
123,1337.08,0.72532,0.39601,0.0076,0.90754,0.95607,0.95695,0.83705,0.5415,0.3521,0.00651,0.000482037,0.000482037,0.000482037
124,1347.74,0.72941,0.39231,0.00737,0.91279,0.92795,0.94481,0.8313,0.52124,0.3677,0.00621,0.000471613,0.000471613,0.000471613
125,1358.5,0.72785,0.3937,0.00747,0.91105,0.90881,0.9485,0.82127,0.50946,0.53277,0.00578,0.00046125,0.00046125,0.00046125
126,1369.18,0.72141,0.38238,0.00762,0.91748,0.9461,0.9536,0.83716,0.48978,0.54695,0.00548,0.000450952,0.000450952,0.000450952
127,1379.78,0.72477,0.39956,0.00747,0.9486,0.91055,0.94817,0.83221,0.53079,0.46698,0.00626,0.00044072,0.00044072,0.00044072
128,1390.55,0.73668,0.38694,0.00779,0.92166,0.89023,0.94128,0.82704,0.54803,0.50975,0.00661,0.000430558,0.000430558,0.000430558
129,1401.31,0.72917,0.39804,0.0075,0.93004,0.92264,0.94995,0.84111,0.55818,0.38289,0.00674,0.000420468,0.000420468,0.000420468
130,1412.07,0.71772,0.36777,0.00747,0.93435,0.9316,0.95801,0.84391,0.52264,0.41183,0.00615,0.000410452,0.000410452,0.000410452
131,1422.87,0.7061,0.37154,0.00741,0.92042,0.943,0.95576,0.83929,0.52817,0.44842,0.00607,0.000400513,0.000400513,0.000400513
132,1433.58,0.71808,0.39776,0.0075,0.91924,0.93693,0.93784,0.80751,0.49953,0.47156,0.00571,0.000390653,0.000390653,0.000390653
133,1444.16,0.71139,0.3666,0.00749,0.92786,0.93562,0.93842,0.82525,0.52012,0.47565,0.00602,0.000380874,0.000380874,0.000380874
134,1454.79,0.73039,0.39589,0.00742,0.93117,0.94721,0.95085,0.83667,0.50341,0.40232,0.00581,0.00037118,0.00037118,0.00037118
135,1465.45,0.71095,0.38791,0.00715,0.91744,0.94433,0.95376,0.85419,0.47558,0.35304,0.00551,0.000361572,0.000361572,0.000361572
136,1476.27,0.68051,0.36147,0.00693,0.94286,0.91377,0.95784,0.86111,0.46928,0.34865,0.00551,0.000352053,0.000352053,0.000352053
137,1486.96,0.69489,0.36722,0.0071,0.93024,0.9604,0.95446,0.84692,0.43644,0.31979,0.00505,0.000342625,0.000342625,0.000342625
138,1497.58,0.69137,0.36809,0.00719,0.93131,0.94215,0.95194,0.84017,0.49918,0.39257,0.00597,0.000333291,0.000333291,0.000333291
139,1508.2,0.68463,0.34791,0.00709,0.91567,0.94791,0.95146,0.84494,0.54171,0.67266,0.00653,0.000324053,0.000324053,0.000324053
140,1518.98,0.71438,0.3609,0.00726,0.92268,0.93583,0.95261,0.84675,0.53006,0.54703,0.00634,0.000314912,0.000314912,0.000314912
141,1529.67,0.69968,0.34318,0.00747,0.92489,0.93221,0.95063,0.8482,0.54425,0.53146,0.00648,0.000305872,0.000305872,0.000305872
142,1540.29,0.71059,0.37465,0.00734,0.92382,0.94943,0.94802,0.84727,0.49268,0.51276,0.00572,0.000296935,0.000296935,0.000296935
143,1551.03,0.71055,0.37638,0.0075,0.9266,0.94832,0.9568,0.86327,0.45113,0.45995,0.00519,0.000288102,0.000288102,0.000288102
144,1561.87,0.70489,0.36316,0.00736,0.94239,0.93586,0.95913,0.86368,0.43771,0.42566,0.00497,0.000279376,0.000279376,0.000279376
145,1572.59,0.73295,0.40562,0.00761,0.91945,0.95548,0.95533,0.86004,0.45034,0.41713,0.00521,0.00027076,0.00027076,0.00027076
146,1583.27,0.69914,0.36627,0.00737,0.91648,0.9459,0.9549,0.85745,0.47052,0.41902,0.00545,0.000262255,0.000262255,0.000262255
147,1594,0.69174,0.36787,0.00724,0.93256,0.94155,0.95314,0.85106,0.42824,0.40602,0.0048,0.000253863,0.000253863,0.000253863
148,1604.77,0.67752,0.35108,0.00673,0.92657,0.93868,0.95678,0.85948,0.45238,0.45184,0.00516,0.000245586,0.000245586,0.000245586
149,1615.43,0.67771,0.34327,0.00712,0.94335,0.91497,0.95598,0.85061,0.49045,0.53951,0.00567,0.000237427,0.000237427,0.000237427
150,1625.99,0.64545,0.33982,0.00635,0.91564,0.93486,0.9561,0.86723,0.44778,0.53555,0.00517,0.000229388,0.000229388,0.000229388
151,1636.92,0.66415,0.36699,0.0069,0.94071,0.91917,0.95887,0.86102,0.46841,0.52675,0.00536,0.000221469,0.000221469,0.000221469
152,1647.66,0.68821,0.37465,0.00704,0.96777,0.90293,0.95876,0.86419,0.42444,0.5279,0.00476,0.000213675,0.000213675,0.000213675
153,1658.36,0.6645,0.35024,0.00681,0.92914,0.94819,0.96134,0.87102,0.43488,0.61296,0.00496,0.000206005,0.000206005,0.000206005
154,1669.23,0.66999,0.34425,0.00674,0.93606,0.93492,0.96042,0.86349,0.46813,0.74814,0.00546,0.000198463,0.000198463,0.000198463
155,1679.99,0.67861,0.34783,0.00699,0.95565,0.91581,0.95808,0.8619,0.49877,0.68143,0.00582,0.00019105,0.00019105,0.00019105
156,1690.68,0.6743,0.35417,0.00685,0.94478,0.91357,0.95622,0.86026,0.48372,0.69424,0.0057,0.000183768,0.000183768,0.000183768
157,1701.33,0.67453,0.33644,0.00678,0.91211,0.94069,0.95468,0.85918,0.49887,0.46204,0.00591,0.000176619,0.000176619,0.000176619
158,1712.12,0.64613,0.33165,0.00658,0.90833,0.95327,0.95344,0.84928,0.4933,0.38079,0.00564,0.000169604,0.000169604,0.000169604
159,1722.85,0.67525,0.35091,0.00699,0.9024,0.95558,0.95693,0.86424,0.48234,0.3652,0.0056,0.000162725,0.000162725,0.000162725
160,1733.96,0.6478,0.32771,0.00667,0.91124,0.93973,0.95703,0.85818,0.45852,0.36673,0.00518,0.000155984,0.000155984,0.000155984
161,1745,0.6801,0.34575,0.00708,0.91116,0.94026,0.9569,0.85724,0.47931,0.38189,0.00551,0.000149383,0.000149383,0.000149383
162,1755.65,0.66632,0.36831,0.00702,0.91285,0.93491,0.95602,0.85422,0.45194,0.37369,0.00513,0.000142923,0.000142923,0.000142923
163,1766.42,0.65226,0.31054,0.00664,0.92476,0.94585,0.95848,0.85774,0.47475,0.36482,0.00543,0.000136605,0.000136605,0.000136605
164,1777.17,0.64716,0.34444,0.00681,0.90759,0.94101,0.95666,0.85695,0.48616,0.37364,0.00556,0.000130432,0.000130432,0.000130432
165,1787.78,0.64832,0.3314,0.00666,0.9082,0.95389,0.95864,0.86449,0.45975,0.36205,0.00527,0.000124405,0.000124405,0.000124405
166,1798.37,0.66794,0.34933,0.00677,0.91577,0.94372,0.95952,0.86305,0.4497,0.36873,0.00516,0.000118526,0.000118526,0.000118526
167,1809.13,0.64436,0.33423,0.00647,0.91982,0.94936,0.95999,0.86723,0.44906,0.39672,0.00506,0.000112795,0.000112795,0.000112795
168,1820.48,0.64272,0.35133,0.00673,0.91147,0.95,0.95937,0.86439,0.4481,0.51656,0.00513,0.000107214,0.000107214,0.000107214
169,1831.6,0.6263,0.31927,0.00643,0.92771,0.94451,0.96064,0.86749,0.43394,0.4459,0.00488,0.000101785,0.000101785,0.000101785
170,1842.3,0.66037,0.34153,0.00678,0.91442,0.9496,0.95993,0.87047,0.43981,0.41855,0.00493,9.6509e-05,9.6509e-05,9.6509e-05
171,1852.98,0.63937,0.33603,0.00655,0.91515,0.95079,0.95886,0.86747,0.44417,0.40086,0.00504,9.13871e-05,9.13871e-05,9.13871e-05
172,1863.65,0.62392,0.32844,0.00632,0.923,0.95,0.95948,0.86967,0.45427,0.37667,0.00517,8.64207e-05,8.64207e-05,8.64207e-05
173,1874.31,0.6278,0.32024,0.00646,0.91582,0.94779,0.95801,0.86849,0.45357,0.38454,0.0052,8.16111e-05,8.16111e-05,8.16111e-05
174,1885.01,0.63751,0.33529,0.00629,0.92681,0.94063,0.95973,0.86742,0.45567,0.38145,0.0052,7.69593e-05,7.69593e-05,7.69593e-05
175,1895.71,0.65867,0.35368,0.00664,0.92777,0.94163,0.96194,0.8721,0.43551,0.37548,0.00493,7.24667e-05,7.24667e-05,7.24667e-05
176,1906.6,0.63805,0.3275,0.00642,0.93242,0.94707,0.96311,0.87377,0.43862,0.37259,0.00502,6.81342e-05,6.81342e-05,6.81342e-05
177,1917.22,0.61422,0.31938,0.00653,0.92869,0.94613,0.96319,0.87486,0.4319,0.36369,0.00494,6.3963e-05,6.3963e-05,6.3963e-05
178,1927.75,0.64783,0.33071,0.00661,0.91553,0.94839,0.96233,0.86446,0.42681,0.37062,0.00478,5.9954e-05,5.9954e-05,5.9954e-05
179,1938.63,0.63654,0.33425,0.00656,0.92771,0.94277,0.96358,0.87294,0.43713,0.37147,0.00496,5.61083e-05,5.61083e-05,5.61083e-05
180,1949.42,0.63121,0.31774,0.00649,0.93136,0.93932,0.96343,0.87177,0.43621,0.36534,0.00494,5.24268e-05,5.24268e-05,5.24268e-05
181,1959.98,0.63892,0.33542,0.00663,0.9179,0.953,0.9629,0.8716,0.44107,0.36914,0.00502,4.89104e-05,4.89104e-05,4.89104e-05
182,1970.7,0.66014,0.35028,0.00678,0.92165,0.95461,0.96251,0.87306,0.44383,0.3697,0.00504,4.556e-05,4.556e-05,4.556e-05
183,1981.46,0.6345,0.33098,0.00646,0.91592,0.95447,0.95926,0.86739,0.42465,0.37747,0.00477,4.23765e-05,4.23765e-05,4.23765e-05
