epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,284.414,0.81955,0.57881,0.00768,0.92501,0.8666,0.93981,0.80075,0.69403,0.62096,0.0088,0.00138334,0.00138334,0.00138334
25,294.957,0.81167,0.56543,0.0077,0.84414,0.86981,0.90992,0.77022,0.71222,0.75101,0.00916,0.00137933,0.00137933,0.00137933
26,305.58,0.82953,0.55572,0.00801,0.74582,0.81542,0.8454,0.68924,0.74439,1.14412,0.00993,0.00137516,0.00137516,0.00137516
27,316.064,0.81071,0.54754,0.00771,0.90797,0.86708,0.92449,0.78042,0.74378,0.67202,0.0095,0.00137082,0.00137082,0.00137082
28,326.526,0.79149,0.56819,0.00763,0.8983,0.88008,0.91499,0.78095,0.66282,0.76437,0.00832,0.00136633,0.00136633,0.00136633
29,336.83,0.79714,0.55606,0.00762,0.8582,0.87446,0.90553,0.75882,0.71198,0.70027,0.00934,0.00136168,0.00136168,0.00136168
30,347.175,0.81338,0.58365,0.00813,0.85476,0.90596,0.92789,0.79087,0.64713,0.6385,0.00808,0.00135687,0.00135687,0.00135687
31,357.366,0.80842,0.54775,0.00801,0.87975,0.87368,0.90624,0.76504,0.68153,0.50206,0.00888,0.0013519,0.0013519,0.0013519
32,367.83,0.79958,0.53386,0.00742,0.88389,0.86113,0.92313,0.7824,0.69379,0.65276,0.00893,0.00134678,0.00134678,0.00134678
33,378.1,0.78758,0.52909,0.00738,0.93919,0.89553,0.92705,0.801,0.61467,0.42425,0.00781,0.0013415,0.0013415,0.0013415
34,388.423,0.76865,0.51089,0.00747,0.92404,0.868,0.9404,0.8048,0.69015,0.52918,0.0087,0.00133608,0.00133608,0.00133608
35,398.673,0.76679,0.52814,0.00735,0.90693,0.84896,0.92943,0.79365,0.71359,0.69793,0.00942,0.0013305,0.0013305,0.0013305
36,409.426,0.80748,0.55192,0.00784,0.90076,0.82125,0.91342,0.76686,0.67545,0.8204,0.00879,0.00132476,0.00132476,0.00132476
37,419.936,0.81263,0.54436,0.00781,0.89158,0.83782,0.90234,0.75087,0.6138,0.70736,0.00775,0.00131888,0.00131888,0.00131888
38,430.338,0.79765,0.53325,0.00786,0.8901,0.89566,0.9274,0.79926,0.76497,0.72844,0.00978,0.00131286,0.00131286,0.00131286
39,440.749,0.79436,0.54289,0.00765,0.88157,0.87657,0.93362,0.79636,0.76309,0.75782,0.00983,0.00130668,0.00130668,0.00130668
40,451.08,0.81496,0.5335,0.00797,0.87965,0.89281,0.93179,0.79378,0.75318,0.7369,0.00953,0.00130037,0.00130037,0.00130037
41,461.607,0.79311,0.51714,0.00771,0.88006,0.90125,0.92549,0.78567,0.91847,0.79851,0.01147,0.00129391,0.00129391,0.00129391
42,472.035,0.76091,0.51157,0.00719,0.94107,0.86795,0.9232,0.78461,0.70161,0.84228,0.00919,0.00128731,0.00128731,0.00128731
43,482.27,0.76693,0.50247,0.00738,0.89381,0.85119,0.90496,0.77618,0.5927,1.09461,0.00743,0.00128057,0.00128057,0.00128057
44,492.765,0.7421,0.47171,0.00704,0.87306,0.78296,0.91311,0.7785,0.82256,0.90518,0.01095,0.00127369,0.00127369,0.00127369
45,503.14,0.78063,0.51028,0.00735,0.91612,0.86646,0.93785,0.80454,0.75338,0.45157,0.00979,0.00126667,0.00126667,0.00126667
46,513.422,0.76966,0.5147,0.00726,0.9182,0.8565,0.93804,0.79544,0.72878,0.63255,0.00924,0.00125952,0.00125952,0.00125952
47,523.819,0.75606,0.49615,0.0072,0.92686,0.89735,0.94479,0.81331,0.68018,0.56283,0.0086,0.00125224,0.00125224,0.00125224
48,534.336,0.76132,0.49413,0.00744,0.94992,0.8863,0.92873,0.79548,0.68341,0.57587,0.00844,0.00124483,0.00124483,0.00124483
49,544.933,0.73938,0.46855,0.00712,0.92359,0.90523,0.92964,0.79808,0.65245,0.54093,0.00832,0.00123728,0.00123728,0.00123728
50,555.613,0.77467,0.49635,0.00726,0.90088,0.91036,0.93851,0.8008,0.623,0.49923,0.0077,0.00122962,0.00122962,0.00122962
51,566.079,0.71989,0.4389,0.00679,0.89442,0.87972,0.93607,0.80688,0.57529,0.38414,0.00693,0.00122182,0.00122182,0.00122182
52,576.468,0.72426,0.45152,0.00678,0.91283,0.92246,0.95134,0.82834,0.64928,0.47625,0.00819,0.0012139,0.0012139,0.0012139
53,586.912,0.72672,0.47331,0.00686,0.90597,0.90968,0.94383,0.8093,0.66052,0.43548,0.00812,0.00120586,0.00120586,0.00120586
54,597.109,0.73773,0.45764,0.00688,0.91095,0.89862,0.94342,0.80681,0.54416,0.58473,0.00633,0.0011977,0.0011977,0.0011977
55,607.398,0.71583,0.46786,0.00675,0.91828,0.87832,0.93971,0.80087,0.61222,0.8559,0.00746,0.00118943,0.00118943,0.00118943
56,617.71,0.7021,0.42439,0.00687,0.88047,0.89998,0.93673,0.81156,0.59933,0.69151,0.00757,0.00118104,0.00118104,0.00118104
57,627.929,0.69688,0.42618,0.00662,0.8833,0.90701,0.93378,0.80425,0.63964,0.57196,0.00804,0.00117253,0.00117253,0.00117253
58,638.291,0.68037,0.44444,0.00633,0.95063,0.88614,0.95874,0.83127,0.64688,0.42251,0.00815,0.00116391,0.00116391,0.00116391
59,648.685,0.69284,0.44254,0.00666,0.92471,0.89143,0.94135,0.80447,0.57348,0.47901,0.00695,0.00115519,0.00115519,0.00115519
60,658.957,0.70795,0.45036,0.0068,0.95222,0.88945,0.94357,0.83031,0.62713,0.45907,0.00825,0.00114636,0.00114636,0.00114636
61,669.162,0.69897,0.42264,0.00646,0.93838,0.90142,0.94956,0.81932,0.69287,0.50857,0.00845,0.00113742,0.00113742,0.00113742
62,679.502,0.70775,0.43597,0.00679,0.94111,0.82388,0.94545,0.81528,0.645,0.67356,0.00818,0.00112838,0.00112838,0.00112838
63,689.909,0.69257,0.4249,0.0066,0.91633,0.9055,0.93508,0.80782,0.81975,0.83349,0.00992,0.00111924,0.00111924,0.00111924
64,700.156,0.72673,0.44633,0.00684,0.91354,0.88939,0.93144,0.8167,0.70973,0.48608,0.00922,0.00111,0.00111,0.00111
65,710.936,0.69441,0.4273,0.00658,0.91938,0.89555,0.93965,0.82354,0.57554,0.74503,0.0071,0.00110066,0.00110066,0.00110066
66,721.618,0.72185,0.46113,0.00682,0.84576,0.93721,0.93734,0.82182,0.65894,0.53246,0.00831,0.00109124,0.00109124,0.00109124
67,731.807,0.6727,0.41371,0.0065,0.88287,0.89489,0.92708,0.81181,0.62812,0.57808,0.00777,0.00108172,0.00108172,0.00108172
68,742.22,0.66499,0.39493,0.00634,0.91041,0.92079,0.94137,0.81181,0.64575,0.61105,0.00818,0.00107211,0.00107211,0.00107211
69,752.803,0.68616,0.4315,0.0067,0.95147,0.8661,0.93575,0.81654,0.67993,0.48949,0.0091,0.00106242,0.00106242,0.00106242
70,763.253,0.67109,0.41966,0.00632,0.91997,0.88773,0.93854,0.81831,0.60991,0.87168,0.00766,0.00105264,0.00105264,0.00105264
71,773.633,0.66936,0.38395,0.00631,0.91524,0.9228,0.94964,0.82491,0.6448,0.55357,0.00803,0.00104278,0.00104278,0.00104278
72,784.066,0.66904,0.39263,0.00648,0.94934,0.85711,0.94199,0.81047,0.67675,0.64171,0.00855,0.00103284,0.00103284,0.00103284
73,794.32,0.6607,0.38714,0.00632,0.88727,0.91077,0.93506,0.80739,0.62959,0.63596,0.00789,0.00102282,0.00102282,0.00102282
74,804.837,0.64135,0.3782,0.006,0.8857,0.92547,0.93742,0.80425,0.64833,0.42254,0.00828,0.00101273,0.00101273,0.00101273
75,815.509,0.67477,0.39983,0.00634,0.90175,0.91836,0.94818,0.82957,0.60086,0.70081,0.00749,0.00100257,0.00100257,0.00100257
76,826.489,0.66518,0.37983,0.00642,0.88663,0.89069,0.94629,0.80871,0.59689,0.71591,0.0072,0.000992338,0.000992338,0.000992338
77,837.092,0.6573,0.37751,0.00613,0.94812,0.88231,0.95435,0.81841,0.67965,0.46627,0.00872,0.00098204,0.00098204,0.00098204
78,847.468,0.6527,0.36604,0.00607,0.9693,0.91395,0.96094,0.84185,0.60396,0.53927,0.00738,0.000971677,0.000971677,0.000971677
79,857.849,0.65754,0.38809,0.00643,0.91525,0.93812,0.95392,0.84326,0.59331,0.46036,0.00739,0.000961253,0.000961253,0.000961253
80,868.794,0.66406,0.38904,0.0062,0.91358,0.92722,0.94749,0.83662,0.62496,0.61565,0.00775,0.00095077,0.00095077,0.00095077
81,879.388,0.64639,0.35756,0.00636,0.90973,0.91888,0.94745,0.82436,0.55497,0.73248,0.00672,0.00094023,0.00094023,0.00094023
82,889.699,0.63686,0.36935,0.00587,0.92596,0.899,0.94031,0.82536,0.58253,0.57975,0.00723,0.000929636,0.000929636,0.000929636
83,900.096,0.63757,0.37926,0.00611,0.91184,0.86518,0.92327,0.80217,0.62124,0.52694,0.00784,0.000918991,0.000918991,0.000918991
84,910.538,0.63483,0.39448,0.00601,0.92483,0.88588,0.93661,0.83524,0.58048,0.52045,0.00714,0.000908297,0.000908297,0.000908297
85,920.824,0.63674,0.39368,0.00587,0.93025,0.90207,0.9491,0.82579,0.63428,0.51626,0.00797,0.000897557,0.000897557,0.000897557
86,931.172,0.62736,0.3581,0.00593,0.95174,0.89501,0.95299,0.84271,0.5827,0.49009,0.00723,0.000886774,0.000886774,0.000886774
87,941.525,0.62112,0.34667,0.00576,0.93094,0.90851,0.9512,0.8348,0.54952,0.44642,0.00659,0.00087595,0.00087595,0.00087595
88,952.126,0.6027,0.32277,0.00566,0.93969,0.91088,0.94907,0.8383,0.58104,0.40651,0.00718,0.000865088,0.000865088,0.000865088
89,962.526,0.62698,0.33461,0.0058,0.91851,0.89722,0.94262,0.83209,0.54157,0.6337,0.00663,0.00085419,0.00085419,0.00085419
90,972.986,0.61937,0.39961,0.00581,0.88988,0.90884,0.93605,0.83681,0.52083,0.61838,0.00635,0.00084326,0.00084326,0.00084326
91,983.502,0.6081,0.33712,0.00572,0.92018,0.87279,0.93817,0.83254,0.51907,1.07562,0.00619,0.0008323,0.0008323,0.0008323
92,993.948,0.58026,0.32526,0.0055,0.92372,0.90838,0.94067,0.8283,0.58005,0.85144,0.00702,0.000821312,0.000821312,0.000821312
93,1004.39,0.60994,0.35473,0.00583,0.93943,0.87062,0.94879,0.83473,0.52975,0.75375,0.00631,0.0008103,0.0008103,0.0008103
94,1014.65,0.63944,0.36631,0.00615,0.9518,0.86867,0.9393,0.8416,0.57612,0.63471,0.00694,0.000799266,0.000799266,0.000799266
95,1025.55,0.59352,0.3242,0.00563,0.94104,0.87385,0.94537,0.84225,0.55393,0.51937,0.0067,0.000788213,0.000788213,0.000788213
96,1036.57,0.59727,0.34425,0.00572,0.87557,0.93642,0.93795,0.83663,0.51073,0.49981,0.00602,0.000777143,0.000777143,0.000777143
97,1047.05,0.58697,0.3165,0.00542,0.92155,0.88282,0.93317,0.83168,0.57899,0.78108,0.00725,0.00076606,0.00076606,0.00076606
98,1057.39,0.59536,0.32434,0.00561,0.91115,0.90754,0.94587,0.83978,0.50519,0.62857,0.00589,0.000754966,0.000754966,0.000754966
99,1067.52,0.57794,0.31858,0.0055,0.87425,0.92059,0.92305,0.81584,0.53498,0.547,0.0064,0.000743864,0.000743864,0.000743864
100,1077.87,0.59734,0.31898,0.0056,0.89311,0.92512,0.94575,0.84154,0.55812,0.43183,0.00679,0.000732756,0.000732756,0.000732756
101,1088.29,0.59326,0.33848,0.00573,0.94094,0.90274,0.94522,0.83953,0.57636,0.47263,0.00715,0.000721645,0.000721645,0.000721645
102,1098.77,0.58034,0.32729,0.00552,0.92217,0.89732,0.93242,0.82659,0.5722,0.51385,0.00687,0.000710534,0.000710534,0.000710534
103,1109.46,0.58906,0.35871,0.00538,0.90208,0.9078,0.93937,0.83009,0.49696,0.56436,0.00579,0.000699426,0.000699426,0.000699426
104,1119.77,0.57518,0.3239,0.00538,0.95262,0.8955,0.93881,0.84337,0.53508,0.58136,0.00649,0.000688324,0.000688324,0.000688324
105,1130.04,0.59167,0.33843,0.00548,0.94681,0.88407,0.93819,0.84318,0.55378,0.41407,0.00686,0.00067723,0.00067723,0.00067723
106,1140.22,0.55758,0.31175,0.00504,0.91207,0.91766,0.93351,0.82964,0.55215,0.52247,0.00685,0.000666147,0.000666147,0.000666147
107,1150.62,0.5809,0.32356,0.00551,0.93029,0.92276,0.93774,0.83375,0.58654,0.48768,0.00729,0.000655077,0.000655077,0.000655077
108,1161.19,0.58022,0.32782,0.00558,0.91253,0.91822,0.93842,0.83224,0.56882,0.5204,0.00702,0.000644024,0.000644024,0.000644024
109,1171.45,0.57238,0.3011,0.00551,0.94068,0.92667,0.94158,0.84216,0.53677,0.4219,0.0065,0.00063299,0.00063299,0.00063299
110,1181.77,0.54446,0.30593,0.00499,0.93937,0.91883,0.94357,0.84192,0.55129,0.48235,0.00668,0.000621978,0.000621978,0.000621978
111,1192.03,0.53871,0.30425,0.00507,0.93448,0.92215,0.9433,0.83897,0.59875,0.43299,0.00738,0.00061099,0.00061099,0.00061099
112,1202.32,0.56585,0.29723,0.00531,0.92257,0.91561,0.93506,0.83833,0.55894,0.46352,0.00682,0.00060003,0.00060003,0.00060003
113,1212.57,0.52329,0.28162,0.00484,0.94465,0.91113,0.93675,0.84514,0.50566,0.50339,0.00605,0.0005891,0.0005891,0.0005891
114,1222.9,0.50972,0.27663,0.00483,0.90436,0.91403,0.92524,0.82802,0.49404,0.72649,0.00578,0.000578202,0.000578202,0.000578202
115,1233.17,0.52645,0.28014,0.00502,0.93333,0.9044,0.92643,0.83153,0.53213,0.45343,0.00651,0.00056734,0.00056734,0.00056734
116,1243.45,0.55355,0.29431,0.00517,0.92979,0.90619,0.93083,0.83249,0.53706,0.43179,0.00666,0.000556516,0.000556516,0.000556516
117,1253.88,0.5539,0.29492,0.00501,0.93174,0.89954,0.94456,0.85116,0.51186,0.56429,0.00612,0.000545733,0.000545733,0.000545733
118,1264.5,0.55291,0.30743,0.0051,0.93816,0.9008,0.93954,0.84774,0.5007,0.44704,0.00592,0.000534993,0.000534993,0.000534993
119,1274.86,0.55603,0.32101,0.0053,0.89647,0.92729,0.93972,0.84534,0.53261,0.49861,0.00641,0.000524299,0.000524299,0.000524299
120,1285.14,0.54591,0.28787,0.00504,0.90215,0.90836,0.93735,0.84507,0.49536,0.52499,0.00595,0.000513654,0.000513654,0.000513654
121,1295.43,0.53778,0.26455,0.00523,0.93082,0.92551,0.94852,0.85511,0.54944,0.39738,0.00673,0.00050306,0.00050306,0.00050306
122,1305.75,0.53101,0.29086,0.00511,0.91575,0.92776,0.94043,0.84173,0.56693,0.65945,0.00705,0.00049252,0.00049252,0.00049252
123,1316.1,0.51547,0.27695,0.00485,0.9293,0.8899,0.92894,0.8355,0.57458,0.60553,0.00739,0.000482037,0.000482037,0.000482037
124,1326.7,0.50768,0.26802,0.0046,0.88801,0.9035,0.92184,0.82885,0.55954,0.60404,0.00691,0.000471613,0.000471613,0.000471613
125,1337.15,0.516,0.25376,0.00482,0.94274,0.88505,0.93948,0.85026,0.51623,0.42483,0.00622,0.00046125,0.00046125,0.00046125
126,1347.63,0.49633,0.25684,0.0046,0.95484,0.91642,0.95651,0.86873,0.48589,0.35686,0.00571,0.000450952,0.000450952,0.000450952
127,1358.05,0.53806,0.28512,0.00501,0.94704,0.9251,0.95459,0.8676,0.50772,0.37019,0.00619,0.00044072,0.00044072,0.00044072
128,1368.61,0.53238,0.28118,0.00503,0.95169,0.91997,0.95375,0.86427,0.50398,0.45598,0.00605,0.000430558,0.000430558,0.000430558
129,1378.98,0.53032,0.28974,0.00492,0.93753,0.92554,0.95903,0.86359,0.49484,0.38531,0.00587,0.000420468,0.000420468,0.000420468
130,1389.47,0.50978,0.27154,0.00482,0.92655,0.9262,0.95599,0.86202,0.52443,0.42563,0.0064,0.000410452,0.000410452,0.000410452
131,1399.88,0.50846,0.26223,0.00476,0.93686,0.91226,0.95165,0.85731,0.48691,0.42301,0.00577,0.000400513,0.000400513,0.000400513
132,1410.18,0.51366,0.27415,0.00475,0.91992,0.94654,0.95087,0.85199,0.4953,0.41494,0.00593,0.000390653,0.000390653,0.000390653
133,1420.6,0.49701,0.26625,0.00469,0.92435,0.9275,0.95419,0.85678,0.51767,0.47949,0.00622,0.000380874,0.000380874,0.000380874
134,1431.04,0.51553,0.28953,0.00483,0.93021,0.90942,0.93887,0.84439,0.50758,0.42719,0.00618,0.00037118,0.00037118,0.00037118
135,1441.59,0.51366,0.27202,0.00463,0.91822,0.92719,0.9444,0.8536,0.50972,0.49426,0.00612,0.000361572,0.000361572,0.000361572
136,1452.31,0.48103,0.26201,0.00442,0.93121,0.92238,0.95235,0.86607,0.50499,0.38658,0.00614,0.000352053,0.000352053,0.000352053
137,1462.52,0.4879,0.2512,0.00451,0.94317,0.91969,0.94836,0.85923,0.51194,0.35931,0.00622,0.000342625,0.000342625,0.000342625
138,1472.64,0.48325,0.25659,0.00442,0.91809,0.92972,0.95346,0.86454,0.54563,0.38099,0.00661,0.000333291,0.000333291,0.000333291
139,1482.99,0.47788,0.25253,0.00445,0.91183,0.92277,0.95417,0.86205,0.54136,0.40275,0.00666,0.000324053,0.000324053,0.000324053
140,1493.51,0.49695,0.26896,0.00455,0.91774,0.91551,0.95243,0.86595,0.50398,0.43059,0.00611,0.000314912,0.000314912,0.000314912
141,1503.81,0.47303,0.24251,0.00453,0.9246,0.91488,0.95483,0.87224,0.48679,0.46976,0.00586,0.000305872,0.000305872,0.000305872
142,1514.16,0.48243,0.24129,0.00444,0.92734,0.91701,0.95994,0.86993,0.52973,0.47606,0.0064,0.000296935,0.000296935,0.000296935
143,1524.75,0.50298,0.26233,0.00485,0.92454,0.90446,0.95509,0.86617,0.50398,0.53719,0.00608,0.000288102,0.000288102,0.000288102
144,1535.29,0.49967,0.25938,0.00474,0.94045,0.89629,0.95319,0.86061,0.51873,0.52179,0.00635,0.000279376,0.000279376,0.000279376
145,1545.61,0.52009,0.27735,0.00491,0.9452,0.91666,0.95724,0.86823,0.50009,0.45049,0.00606,0.00027076,0.00027076,0.00027076
146,1556.02,0.48351,0.25548,0.0046,0.93133,0.93388,0.96221,0.87314,0.51563,0.44712,0.00621,0.000262255,0.000262255,0.000262255
147,1566.37,0.4743,0.23951,0.00444,0.93807,0.93388,0.96388,0.87302,0.50219,0.42935,0.006,0.000253863,0.000253863,0.000253863
148,1576.68,0.47437,0.2448,0.00418,0.94498,0.92068,0.96364,0.87645,0.4885,0.46242,0.00587,0.000245586,0.000245586,0.000245586
149,1586.93,0.46619,0.23464,0.0044,0.9474,0.90504,0.96015,0.87258,0.51675,0.42941,0.00627,0.000237427,0.000237427,0.000237427
150,1597.3,0.45399,0.23856,0.00404,0.94291,0.92721,0.95991,0.86963,0.50744,0.48258,0.0061,0.000229388,0.000229388,0.000229388
151,1607.77,0.45757,0.24135,0.00429,0.92536,0.93179,0.95453,0.86074,0.51405,0.4555,0.00623,0.000221469,0.000221469,0.000221469
152,1618.42,0.47973,0.26719,0.00445,0.90005,0.93776,0.95329,0.86774,0.50383,0.48973,0.00612,0.000213675,0.000213675,0.000213675
153,1629.41,0.45336,0.23699,0.0042,0.93329,0.94742,0.96054,0.86814,0.51065,0.5519,0.00617,0.000206005,0.000206005,0.000206005
154,1640.02,0.46833,0.23722,0.00423,0.94406,0.90834,0.95846,0.86797,0.49678,0.59938,0.00589,0.000198463,0.000198463,0.000198463
155,1650.55,0.45942,0.23127,0.00421,0.92527,0.93886,0.96111,0.8731,0.51755,0.6338,0.00634,0.00019105,0.00019105,0.00019105
156,1660.79,0.47701,0.2535,0.00437,0.9316,0.92141,0.9621,0.87411,0.52514,0.58101,0.0065,0.000183768,0.000183768,0.000183768
157,1670.95,0.47512,0.2512,0.0042,0.93,0.92339,0.96056,0.8711,0.50944,0.54689,0.00617,0.000176619,0.000176619,0.000176619
158,1681.25,0.44006,0.22739,0.00404,0.905,0.95442,0.96038,0.8678,0.49998,0.4857,0.00593,0.000169604,0.000169604,0.000169604
159,1691.53,0.45204,0.24058,0.0042,0.95867,0.91535,0.96119,0.86932,0.50566,0.49298,0.00606,0.000162725,0.000162725,0.000162725
160,1701.93,0.44838,0.23043,0.00411,0.91658,0.94191,0.95935,0.86501,0.50593,0.52067,0.00616,0.000155984,0.000155984,0.000155984
161,1712.2,0.47241,0.24695,0.00449,0.92121,0.93265,0.95814,0.86481,0.50581,0.54037,0.00611,0.000149383,0.000149383,0.000149383
162,1722.57,0.45841,0.24641,0.00438,0.93697,0.91773,0.95762,0.86862,0.4937,0.48378,0.00598,0.000142923,0.000142923,0.000142923
163,1732.78,0.44237,0.22547,0.00404,0.92964,0.92052,0.95515,0.86307,0.49158,0.45489,0.00588,0.000136605,0.000136605,0.000136605
164,1743.49,0.44398,0.24106,0.00417,0.90419,0.95444,0.95852,0.8677,0.49213,0.44312,0.00594,0.000130432,0.000130432,0.000130432
165,1753.73,0.44113,0.23665,0.00399,0.93315,0.92854,0.9576,0.86633,0.49834,0.43202,0.00604,0.000124405,0.000124405,0.000124405
166,1763.96,0.45416,0.24552,0.00407,0.92012,0.93497,0.95715,0.8685,0.49595,0.41327,0.006,0.000118526,0.000118526,0.000118526
167,1774.26,0.43769,0.22018,0.00398,0.93907,0.91291,0.95913,0.8705,0.49133,0.4235,0.00597,0.000112795,0.000112795,0.000112795
168,1784.4,0.43878,0.23887,0.0042,0.96266,0.90873,0.96152,0.87548,0.48283,0.43285,0.00582,0.000107214,0.000107214,0.000107214
169,1794.61,0.42608,0.22181,0.00392,0.96844,0.91542,0.96079,0.87067,0.48586,0.42188,0.00585,0.000101785,0.000101785,0.000101785
170,1804.95,0.46267,0.23897,0.00421,0.95073,0.9156,0.96115,0.87269,0.47851,0.40666,0.00575,9.6509e-05,9.6509e-05,9.6509e-05
171,1815.18,0.43992,0.22755,0.00411,0.92556,0.92141,0.95704,0.86579,0.48099,0.42074,0.00577,9.13871e-05,9.13871e-05,9.13871e-05
172,1825.59,0.42807,0.22627,0.00399,0.963,0.90988,0.95882,0.87339,0.48166,0.41694,0.00577,8.64207e-05,8.64207e-05,8.64207e-05
173,1836.02,0.4235,0.21252,0.00395,0.94173,0.92998,0.95798,0.87444,0.48073,0.42398,0.0057,8.16111e-05,8.16111e-05,8.16111e-05
174,1846.35,0.44586,0.22921,0.00399,0.93568,0.93559,0.95781,0.87115,0.49381,0.43863,0.00596,7.69593e-05,7.69593e-05,7.69593e-05
175,1856.69,0.46656,0.25246,0.00421,0.95721,0.91076,0.95862,0.87179,0.4821,0.43951,0.00577,7.24667e-05,7.24667e-05,7.24667e-05
176,1867.08,0.43801,0.2314,0.00391,0.92972,0.93823,0.9578,0.86839,0.48099,0.44221,0.00579,6.81342e-05,6.81342e-05,6.81342e-05
177,1877.46,0.41626,0.22361,0.00396,0.94526,0.92743,0.95768,0.86982,0.47855,0.44499,0.00574,6.3963e-05,6.3963e-05,6.3963e-05
178,1887.64,0.44338,0.23313,0.00403,0.94636,0.92188,0.95739,0.8691,0.48346,0.453,0.00582,5.9954e-05,5.9954e-05,5.9954e-05
179,1898.19,0.41434,0.21561,0.00385,0.94181,0.9263,0.95684,0.86763,0.4881,0.44419,0.00586,5.61083e-05,5.61083e-05,5.61083e-05
180,1908.81,0.42753,0.22586,0.0039,0.93718,0.93388,0.9595,0.87139,0.48677,0.44166,0.00582,5.24268e-05,5.24268e-05,5.24268e-05
181,1919.2,0.43603,0.23645,0.0041,0.9466,0.92316,0.96129,0.87239,0.4879,0.43615,0.00582,4.89104e-05,4.89104e-05,4.89104e-05
182,1929.61,0.4525,0.24322,0.00425,0.9483,0.93152,0.96171,0.87417,0.48975,0.43101,0.00587,4.556e-05,4.556e-05,4.556e-05
183,1940.06,0.4381,0.2282,0.00406,0.9468,0.92878,0.96069,0.87556,0.48126,0.45,0.00574,4.23765e-05,4.23765e-05,4.23765e-05
