epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1950.32,0.42686,0.22684,0.0039,0.95032,0.915,0.95964,0.87124,0.48388,0.46089,0.00579,3.93605e-05,3.93605e-05,3.93605e-05
185,1960.63,0.42006,0.21475,0.00377,0.94341,0.92767,0.96011,0.86959,0.48753,0.46266,0.00586,3.65129e-05,3.65129e-05,3.65129e-05
186,1971.12,0.44094,0.22657,0.0039,0.94434,0.92852,0.96112,0.87089,0.49771,0.46095,0.00597,3.38343e-05,3.38343e-05,3.38343e-05
187,1982.11,0.4358,0.21233,0.00395,0.94353,0.92228,0.96014,0.87196,0.49274,0.46748,0.00597,3.13254e-05,3.13254e-05,3.13254e-05
188,1992.4,0.41324,0.21122,0.00386,0.94461,0.92381,0.9598,0.87174,0.48432,0.46616,0.0058,2.89868e-05,2.89868e-05,2.89868e-05
189,2002.64,0.42399,0.22454,0.00393,0.93859,0.93388,0.96034,0.87361,0.4807,0.46252,0.00569,2.68192e-05,2.68192e-05,2.68192e-05
190,2013.03,0.45232,0.24332,0.00422,0.94374,0.93061,0.96133,0.873,0.4838,0.4636,0.00579,2.4823e-05,2.4823e-05,2.4823e-05
191,2052.79,0.29041,0.11875,0.00337,0.9481,0.93667,0.95792,0.86621,0.47958,0.4829,0.0057,2.29987e-05,2.29987e-05,2.29987e-05
192,2063.99,0.2782,0.11279,0.0031,0.94411,0.91729,0.95627,0.85974,0.48426,0.53712,0.00577,2.13468e-05,2.13468e-05,2.13468e-05
193,2074.17,0.28185,0.11443,0.00315,0.93385,0.91762,0.95438,0.85529,0.48448,0.55012,0.00577,1.98677e-05,1.98677e-05,1.98677e-05
194,2084.43,0.2763,0.11326,0.00314,0.94362,0.92003,0.95548,0.85703,0.48214,0.5314,0.00578,1.85617e-05,1.85617e-05,1.85617e-05
195,2094.68,0.27819,0.11539,0.00305,0.94321,0.92604,0.95566,0.85675,0.48292,0.52854,0.00576,1.74293e-05,1.74293e-05,1.74293e-05
196,2105.74,0.28074,0.11675,0.0031,0.94251,0.92141,0.95653,0.8593,0.48166,0.53339,0.00575,1.64705e-05,1.64705e-05,1.64705e-05
197,2115.85,0.27254,0.106,0.00304,0.94468,0.91994,0.95645,0.85868,0.48176,0.53259,0.00576,1.56858e-05,1.56858e-05,1.56858e-05
198,2126.93,0.27544,0.11116,0.00305,0.94331,0.92074,0.95657,0.8599,0.48213,0.53128,0.00576,1.50753e-05,1.50753e-05,1.50753e-05
